Kurpfalz-Apotheke ;Schwetzinger Straße;51;69124;Heidelberg;;
Bären Apotheke ;Hauptstraße;51;69427;Mudau;;
Apotheke Am Berliner Platz ;Fritz-Elsas-Straße;51;70174;Stuttgart;;
Alte Apotheke Feuerbach;Stuttgarter Straße;51;70469;Stuttgart;;
Bahnhof Apotheke ;Bregenzer Straße;51;88131;Lindau (Bodensee);;
Apotheke im Spital ;Bachstraße;51;88214;Ravensburg;;
Schloss Apotheke Hauptstraße ;Hauptstraße;51;89522;Heidenheim an der Brenz;;
Regnitz-Apotheke ;Bamberger Straße;51;91301;Forchheim;;
Apotheke Am Bohlenplatz OHG ;Friedrichstraße;51;91054;Erlangen;;
Löwen Apotheke ;Hainleinstraße;51;97464;Niederwerrn;;
Theresien Apotheke ;Mommsenstraße;51;90491;Nürnberg;;
Medicon Apotheke Bucherstraße ;Bucher Straße;51;90419;Nürnberg;;
Franconia Apotheke  ;Simonshoferstraße;51;91207;Lauf ;;
Apotheke im Rennplatz Zentrum ;Franz-von-Taxis-Ring;51;93049;Regensburg;;
Oberland Apotheke OHG ;Marktstraße;51;83646;Bad Tölz;;
Delphin-Apotheke ;Feierabendstraße;51;85764;Oberschleißheim;;
Wassertor Apotheke ;Wassertorstraße;51;88316;Isny im Allgäu;;
Walsertal Apotheke ;Walserstraße;51;87567;Riezlern;;
Rosen Apotheke ;Möllner Straße;51;19230;Hagenow;;
Hufeland Apotheke ;Brandenburger Straße;51;16798;Fürstenberg;;
Heinrich-Zille Apotheke ;Prinzenallee;51;13359;Berlin;;
Wilhelminenhof Apotheke Oberschöneweide;Wilhelminenhofstraße;51;12459;Berlin;;
Wotan - Apotheke ;Grolmanstraße;51;10623;Berlin;;
Markus Apotheke Steglitz ;Albrechtstraße;51;12167;Berlin;;
Böttger-Apotheke ;Lutherstraße;51;6886;Lutherstadt Wittenberg;;
Lavendel-Apotheke Am Schillerplatz;Loschwitzer Straße;51;1309;Dresden;;
Husaren Apotheke ;Stieberstraße;51;2625;Bautzen;;
Apotheke am Kohlhau ;Hauptstraße;51;1778;Geising;;
Rosen-Apotheke ;Könneritzstraße;51;4229;Leipzig;;
Löwen Apotheke ;Breitstraße;51;4523;Pegau;;
Körner-Apotheke ;Dieskaustraße;51;4229;Leipzig;;
Flora-Apotheke ;Frankenberger Straße;51;9131;Chemnitz;;
Schnaudertal Apotheke In den Westpassagen;Zeitzer Straße;51;4610;Meuselwitz;;
Neue Marien Apotheke im Facharztzentrum Angerbrunnen;Neuwerkstraße;51;99084;Erfurt;;
St.-Gotthard Apotheke ;Oststraße;51;99867;Gotha;;
Orchideen Apotheke ;Große Diesdorfer Straße;51;39110;Magdeburg;;
Michendorfer Apotheke ;Potsdamer Straße;51;14552;Michendorf;;
Falken Apotheke Charlottenburg;Danckelmannstraße;51;14059;Berlin;;
Vitalis Apotheke ;Rosa-Luxemburg-Straße;51;16727;Velten;;
Kreuz Apotheke ;Hauptstraße;51-53;40789;Monheim am Rhein;;
Rosen Apotheke ;Große Bruchstraße;51-53;41747;Viersen;;
Esmarch Apotheke am WKK ;Esmarchstraße;51-53;25746;Heide ;;
Park Apotheke ;Frankfurter Straße;51-53;61118;Bad Vilbel;;
Grafen Apotheke Gräfenhausen;Darmstädter Landstraße;51-53;64331;Weiterstadt;;
Fontane Apotheke ;Potsdamer Straße;51/53;14974;Ludwigsfelde;;
Friedrichsdorfer  Apotheke Friedrichsdorf;Avenwedder Straße;514;33335;Gütersloh;;
Löwen-Apotheke am Markt Hombruch;Harkortstraße;51A;44225;Dortmund;;
Liebig Apotheke ;Gaimersheimer Straße;51a;85057;Ingolstadt;;
Machandel Apotheke  Aumund;Dobbheide;52;28755;Bremen;;
farma-Plus Apotheke OHG ;Kurt-Schumacher-Damm;52;49078;Osnabrück;;
Turm Apotheke ;Langestraße;52;49632;Essen (Oldenburg);;
Hirsch Apotheke ;Wilmsstraße;52;46049;Oberhausen;;
Löwen Apotheke ;Friedrich-Ebert-Straße;52;46535;Dinslaken;;
Goethe Apotheke Kettwig;Hauptstraße;52;45219;Essen;;
Industrie-Apotheke Fr. Julia Lohmüller ;Unterstraße;52;45359;Essen;;
Paracelsus Apotheke ;Im Schlenk;52;47055;Duisburg;;
Apotheke Am Burgweiher ;Am Burgweiher;52;53123;Bonn;;
Apotheke Friesentor Hohenzollern 52;Hohenzollernring;52;50672;Köln;;
Neue Grenz Apotheke ;Bahnhofstraße;52;41334;Nettetal;;
Höhen Apotheke ;Düsseldorfer Straße;52;41749;Viersen;;
Punkt  Apotheke ;Erdkampsweg;52;22335;Hamburg;;
Stern Apotheke ;Moislinger Allee;52;23558;Lübeck;;
Neue-Apotheke ;Breitestraße;52;25361;Krempe;;
Elb-Apotheke ;Max-Brauer-Allee;52;22765;Hamburg;;
Flora-Apotheke ;Hauptstraße;52;28876;Oyten;;
Linden-Apotheke Dorfmark;Hauptstraße;52;29683;Bad Fallingbostel;;
Adler Apotheke ;Lange Straße;52;31552;Rodenberg;;
Hermes Apotheke ;Hildesheimerstraße;52;30880;Laatzen;;
Olympia Apotheke ;Vahrenwalder Straße;52;30165;Hannover;;
Herzog Apotheke ;Lange Herzogstraße;52;38300;Wolfenbüttel;;
Apotheke  In Echte ;Hauptstraße;52;37589;Kalefeld;;
Stadt-Apotheke ;Karlstraße;52;99817;Eisenach;;
Söhre Apotheke ;Hauptstraße;52;34253;Lohfelden;;
Schwan Apotheke ;Marktstraße;52;37115;Duderstadt;;
Einhorn Apotheke ;Bahnhofstraße;52;58452;Witten;;
Alte Apotheke Hörde ;Hermannstraße;52;44263;Dortmund;;
Vom Stein Apotheke ;Cappenberger Straße;52;44534;Lünen;;
Bären Apotheke an der Basilika ;Walburgisstraße;52;59457;Werl;;
Sauerland Apotheke ;Helfer Straße;52;58099;Hagen;;
Lahrfeld-Apotheke ;Ob dem Lahrtal;52;58706;Menden (Sauerland);;
Hinterland Apotheke ;Hauptstraße;52;35080;Bad Endbach;;
Johannes  Apotheke ;Breite Straße;52;56626;Andernach;;
Aeskulap  Apotheke ;August-Bebel-Straße;52;65428;Rüsselsheim;;
Rosen Apotheke ;Hauptstraße;52;53619;Rheinbreitbach;;
Dilltal-Apotheke ;Schulstraße;52;35614;Aßlar;;
Apotheke Am Bahnhof ;Saarstraße;52;61169;Friedberg (Hessen);;
Adler Apotheke ;Hanauer Straße;52;68305;Mannheim;;
Nibelungen-Apotheke ;Kirschenstraße;52;68519;Viernheim;;
Greifen Apotheke ;Offenbacher Landstraße;52;63512;Hainburg;;
Bahnhof-Apotheke ;Eisenbahnstraße;52;66424;Homburg;;
Kurpfalz Apotheke Mußbach;Kurpfalzstraße;52;67435;Neustadt;;
Seelberg Apotheke Bad Cannstatt;Wildunger Straße;52;70372;Stuttgart;;
Stadt Apotheke ;Bahnhofstraße;52;70734;Fellbach;;
Burg Apotheke ;Karl-Ziegler-Straße;52;71336;Waiblingen;;
Rieten Apotheke Schwenningen;Rietenstraße;52;78054;Villingen-Schwenningen;;
Schwarzwald Apotheke ;Niedere Straße;52;78050;Villingen-Schwenningen;;
Rohan-Apotheke ;Friedrichstraße;52;77955;Ettenheim;;
Marien Apotheke ;Hauptstraße;52;77704;Oberkirch;;
Ahorn-Apotheke ;Hauptstraße;52;76461;Muggensturm;;
Aeskulap Apotheke ;Breisacher Straße;52;79106;Freiburg im Breisgau;;
Faust Apotheke ;Hauptstraße;52;79219;Staufen im Breisgau;;
Martinus-Apotheke ;Karlsruher Straße;52;76287;Rheinstetten;;
Loretto Apotheke ;Günterstalstraße;52;79100;Freiburg im Breisgau;;
Burg-Apotheke ;Hauptstraße;52;78713;Schramberg;;
Schloss Apotheke ;Lindenstraße;52;72810;Gomaringen;;
Vitalwelt Teurershof-Apotheke ;Teurerweg;52;74523;Schwäbisch Hall;;
Liebig Apotheke Hausen OHG ;Heroldsbacher Straße;52;91353;Hausen;;
Pazzawa Apotheke im Real ;Holzmannstraße;52;94036;Passau;;
Asam Apotheke ;Stadtgraben;52;94315;Straubing;;
Stethaimer Apotheke ;Äußere Regensburger Str;52;84034;Landshut;;
Alpha San Apotheke Schloßberg ;Salzburger Straße;52;83071;Stephanskirchen;;
Schwanen Apotheke ;Isareckstraße;52;81673;München;;
Marien Apotheke ;Margaretenstraße;52;82152;Krailling;;
Stefans Apotheke ;Fürstenrieder Straße;52;80686;München;;
St.Thomas Apotheke ;Pfeilschifterstraße;52;80997;München;;
Alms-Apotheke ;Grosse Straße;52;17217;Penzlin;;
Löwen - Apotheke ;Frankfurter Allee;52;10247;Berlin;;
Apotheke an der Post ;Berliner Straße;52;16792;Zehdenick;;
Werbellin - Apotheke ;Hermannstraße;52;12049;Berlin;;
Robert-Koch-Apotheke myCARE e.K. Inh. Christian Buse;Straße Der Befreiung;52;6886;Lutherstadt Wittenberg;;
Linden Apotheke ;Königsbrücker Straße;52;1099;Dresden;;
Löwen Apotheke ;Brühl;52;4109;Leipzig;;
Delphin-Apotheke ;Bahnhofstraße;52;9111;Chemnitz;;
Apotheke am Rosengarten ;Weißenfelser Straße;52;6132;Halle (Saale);;
Apotheke im Säulenhaus  ;Weiße Mauer;52;6217;Merseburg;;
Apotheke an der Hase ;Möserstraße;52-54;49074;Osnabrück;;
Löwen Apotheke ;Rheinerstraße;52-54;48282;Emsdetten;;
Forum Apotheke  ;Deckertstraße;52-54;33617;Bielefeld;;
Ostertor Apotheke ;Osterstraße;52-54;32105;Bad Salzuflen;;
Medicon Apotheke  ;Eibacher Hauptstraße;52-54;90451;Nürnberg;;
Markt Apotheke ;Maximilianstraße;52-54;95444;Bayreuth;;
Remberti Apotheke ;Rembertistraße;52-55;28195;Bremen;;
Apotheke Liebenauer Feld ;Bebelstraße;52-58;67549;Worms;;
Linden - Apotheke Lichtenrade;Bahnhofstraße;52/53;12305;Berlin;;
Alexander Tschirch-Apotheke ;Karl-Marx-Straße;52/54;3172;Guben;;
Sonnen Apotheke ;Neustadt;521;84028;Landshut;;
Neustadt Apotheke ;Neustadt;524;84028;Landshut;;
Brunnen Apotheke ;Kölner Straße;526;47807;Krefeld;;
Saterland Apotheke ;Hauptstraße;527;26683;Saterland;;
Sophien Apotheke Am Alpener Platz;Venloer Straße;528;50825;Köln;;
Gänse Apotheke Seckenhausen;Hauptstraße;52a;28816;Stuhr;;
Burg Apotheke ;Burgstraße;53;26603;Aurich;;
Gorch-Fock Apotheke ;Posener Straße;53;26388;Wilhelmshaven;;
Röthebach Apotheke ;Ölweg;53;49084;Osnabrück;;
Hirsch Apotheke ;Hauptstraße;53;49577;Ankum;;
Marien Apotheke ;Bahnhofstraße;53;48607;Ochtrup;;
Apotheke am Friedrichsplatz Ruhrort;Fabrikstraße;53;47119;Duisburg;;
Löwen Apotheke ;Krefelder Straße;53;47839;Krefeld;;
Gartenstadt Apotheke ;Altonaer Straße;53;50737;Köln;;
Bruecken Apotheke ;Buchheimer Straße;53;51063;Köln;;
Stadt Apotheke ;Burgfreiheit;53;41199;Mönchengladbach;;
Elisabeth Apotheke ;Kieler Straße;53;25551;Hohenlockstedt;;
City-Apotheke ;Großflecken 51 -;53;24534;Neumünster;;
Raphael-Apotheke ;Bahnhofstraße;53;25364;Westerhorn;;
Tonndorfer Apotheke ;Tonndorfer Hauptstraße;53;22045;Hamburg;;
Apotheke Am Hambrocker Berg ;Hambrocker Straße;53;29525;Uelzen;;
Schloss Apotheke Brake;Braker Mitte;53;32657;Lemgo;;
Wittekind Apotheke ;Bahnhofstraße;53;32257;Bünde;;
Stadt Apotheke ;Grosse Straße;53;49201;Dissen;;
Glückauf Apotheke ;Hannoversche Heerstraße;53;31228;Peine;;
Phönix-Apotheke Ehmen ;Mörser Straße;53;38442;Wolfsburg;;
Rote Apotheke Hahne ;Berliner  Straße;53;38165;Lehre;;
Spitzweg Apotheke ;Limbergstraße;53;38518;Gifhorn;;
Rosen Apotheke ;Lange Straße;53;34346;Hann. Münden;;
Apotheke Frielendorf ;Hauptstraße;53;34621;Frielendorf;;
Gieseke-Apotheke ;Mittelstraße;53;34289;Zierenberg;;
Linden Apotheke ;Oberwiehler Straße;53;51674;Wiehl;;
ABC Apotheke am Werth  ;Werth;53;42275;Wuppertal;;
Amboß Apotheke ;Hauptstraße;53;42349;Wuppertal;;
Sonnen Apotheke ;Hauptstraße;53;57562;Herdorf;;
Rheingrafen Apotheke ;Salinenstraße;53;55543;Bad Kreuznach;;
Festung  Apotheke Ehrenbreitstein;Charlottenstraße;53;56077;Koblenz;;
Rathaus Apotheke ;Poststraße;53;55126;Mainz;;
St.Barbara Apotheke ;Nauborner Straße;53;35578;Wetzlar;;
Taunusblick Apotheke ;Pfaffenwiese;53;65931;Frankfurt am Main;;
Mühlen Apotheke ;Mühlstraße;53;64319;Pfungstadt;;
Schaefer`s Apotheke Dr. Benjamin Schaefer e.K.;Lengfurter Straße;53;97892;Kreuzwertheim;;
Apotheke im Globus ;Rathausstraße;53;66333;Völklingen;;
Mauritius Apotheke ;Adenauer Straße;53;66399;Mandelbachtal;;
Apotheke Im Grühlingswald ;Im Grühlingswald;53;66299;Friedrichsthal;;
Katharinen Apotheke ;Auf der Morgenweide;53;55276;Oppenheim;;
See Apotheke ;Seestraße;53;68775;Ketsch;;
Eichendorff Apotheke ;Spitalbachstraße;53;67433;Neustadt;;
Margareten Apotheke ;Schillerstraße;53;76135;Karlsruhe;;
Leopold Apotheke ;Sophienstraße;53;76133;Karlsruhe;;
City-Apotheke ;Westliche Karl-Friedrich-Straße;53;75172;Pforzheim;;
Hohberg Apotheke ;Hauptstraße;53;73655;Plüderhausen;;
Hirsch Apotheke ;Wilhelmstraße;53;72764;Reutlingen;;
Apotheke Urbach ;Gartenstraße;53;73660;Urbach;;
Apotheke am Wenzelstein ;Am Wenzelstein;53;89584;Ehingen (Donau);;
Schloss Apotheke ;Freihofstraße;53;73033;Göppingen;;
Schloß Apotheke ;Hauptstraße;53;88326;Aulendorf;;
Stadt Apotheke ;König Straße;53;89165;Dietenheim;;
Nestle  Apotheke am See ;Friedrichstraße;53;88045;Friedrichshafen;;
Höri Apotheke ;Hauptstraße;53;78337;Öhningen;;
Schwarzwald-Vital-Apotheke ;Bismarckstraße;53;76571;Gaggenau;;
Linden Apotheke ;Hauptstraße;53;71093;Weil im Schönbuch;;
Moritz Apotheke ;Moritzbergstraße;53;90482;Nürnberg;;
Easy Apotheke Bayreuth Süd ;Leuschnerstraße;53;95447;Bayreuth;;
Birken Apotheke OHG ;Friedrichstraße;53;95444;Bayreuth;;
St.Otto Apotheke ;Rosenheimer Landstraße;53;85521;Ottobrunn;;
Lilien-Apotheke ;Ittlingerstraße;53;80933;München;;
St.Gallus -Apotheke Franz Willer;Hauptstraße;53;86853;Langerringen;;
Burg - Apotheke Tempelhof;Hildburghauser Straße;53;12279;Berlin;;
Linden Apotheke ;Chausseestraße;53;14828;Görzke;;
Uhland-Apotheke ;Uhlandstraße;53;3050;Cottbus;;
Bavaria - Apotheke ;Ansbacher Straße;53;10777;Berlin;;
Apotheke an der Dorfkirche ;Potsdamer Straße;53;14163;Berlin;;
Fuchs-Apotheke ;Österreicher Straße;53;1279;Dresden;;
Apotheke am Diakonissenhaus ;Georg-Schwarz-Straße;53;4179;Leipzig;;
Apotheke Reudnitz ;Dresdner Straße;53;4317;Leipzig;;
Hirsch-Apotheke ;Leipziger Straße;53;4838;Eilenburg;;
Wald-Apotheke Heubach;E.-Thälmann-Straße;53;98666;Masserberg;;
Schalom Apotheke ;Hauptstraße;53;8304;Schönheide;;
Adler-Apotheke ;Breite Straße;53;39596;Arneburg;;
Sonnen-Apotheke ;Bernauer Straße;53;16515;Oranienburg;;
St.Rochus Apotheke Kaldauen;Hauptstraße;53-55;53721;Siegburg;;
Stadt Apotheke ;Hauptstraße;53-55;74889;Sinsheim;;
Düppel-Apotheke ;Ludwigsfelder Straße;53-55;14165;Berlin;;
sk-Apotheke Pappelstraße OHG ;Pappelstraße;53-57;28199;Bremen;;
Stern-Apotheke ;Engelsbyer Straße;53-57;24943;Flensburg;;
Linden Apotheke ;Vorster Straße;536;41169;Mönchengladbach;;
Sonnen Apotheke ;Sudetenstraße;53a;82515;Wolfratshausen;;
Hebel Apotheke Alexa Beatrice Mistler e.K.;Giselherstraße;53b;69502;Hemsbach;;
Alpha Apotheke ;Hauptstraße;54;26452;Sande;;
Rathaus Apotheke ;Hauptstraße;54;49835;Wietmarschen;;
Baumberg Apotheke  Stefan Frie e.K.;Hauptstraße;54;48329;Havixbeck;;
Marien Apotheke ;Münsterstraße;54;48268;Greven;;
Löwen Apotheke ;Königstraße;54;47051;Duisburg;;
Markt Apotheke ;Wiesdorfer Platz;54;51373;Leverkusen;;
German Apotheke ;Hubertusstraße;54;53125;Bonn;;
Lenau Apotheke ;Försterstraße;54;50825;Köln;;
Easy Apotheke Eschweiler ;Langwahn;54;52249;Eschweiler;;
Apotheke Am Teich ;Liebermannstraße;54;22605;Hamburg;;
Falkenberg-Apotheke ;Falkenberger Landstraße;54;28865;Lilienthal;;
Geibel Apotheke  ;Geibelstraße;54;30173;Hannover;;
Humboldt Apotheke Linden;Limmerstraße;54;30451;Hannover;;
Merkur Apotheke Leinhausen ;Stöckener Straße;54;30419;Hannover;;
St. Martini-Apotheke ;Obernstraße;54;31655;Stadthagen;;
Arminius Apotheke ;Im Großen Vorwerk;54;32049;Herford;;
Stadt Apotheke Inhaber: Hermann Rohlfs;Marktstraße;54;37441;Bad Sachsa;;
Schloss Apotheke ;Wilhelmstaler Straße;54;34379;Calden;;
Amts-Apotheke Lütgendortmund;Limbecker Straße;54;44388;Dortmund;;
Apoland Apotheke Castrop-Rauxel;Lange Straße;54;44579;Castrop-Rauxel;;
Wibbelt Apotheke ;Warendorfer Straße;54;59302;Oelde;;
Dorf-Apotheke ;Wiescherhöfener Straße;54;59077;Hamm;;
Homburgische Apotheke ;Hauptstraße;54;51588;Nümbrecht;;
Delphin Apotheke ;Wilhelmstraße;54;53474;Bad Neuenahr-Ahrweiler;;
Hirsch-Apotheke ;Rhein-Mosel-Straße;54;56281;Emmelshausen;;
Adler-Apotheke ;Hauptstraße;54;53518;Adenau;;
Apotheke am Bügel ;Ben-Gurion-Ring;54;60437;Frankfurt am Main;;
Kosmos Apotheke ;Königsteiner Straße;54;65929;Frankfurt am Main;;
Franken Apotheke ;Darmstädter Straße;54;64331;Weiterstadt;;
Neue Schloß Apotheke  ;Bahnhofstraße;54;64732;Bad König;;
Blumen Apotheke ;Mannheimer Straße;54;68309;Mannheim;;
Glückauf Apotheke ;Bergstraße;54;66115;Saarbrücken;;
Löwen-Apotheke ;Friedrich-Ebert-Straße;54;55286;Wörrstadt;;
St.Stephanus-Apotheke ;Hauptstraße;54;66557;Illingen;;
Rosen Apotheke ;Wilhelmstraße;54;74074;Heilbronn;;
Pfalzgrafen Apotheke im Kaufland ;Pfalzgraf-Otto-Straße;54;74821;Mosbach;;
Wildpark  Apotheke ;Hauptstraße;54;74869;Schwarzach;;
Bären Apotheke ;Marktstraße;54;69123;Heidelberg;;
Aurum Apotheke -;Grüne Meile;54;69115;Heidelberg;;
Mylius Apotheke Oßweil ;Friesenstraße;54;71640;Ludwigsburg;;
Apotheke Eschenbach ;Bahnhofstraße;54;73107;Eschenbach;;
Apotheke Im Centrum ;Hauptstraße;54;75217;Birkenfeld;;
Fontane Apotheke ;Bugginger Straße;54;79114;Freiburg im Breisgau;;
Spital Apotheke ;Königstraße;54;72108;Rottenburg am Neckar;;
Johannes Apotheke ;Haupt Straße;54;74653;Künzelsau;;
St.Johannis Apotheke ;Burgschmietstraße;54;90419;Nürnberg;;
Poppenreuther Apotheke ;Hans-Vogel-Straße;54;90765;Fürth;;
Ritter Apotheke ;Kirschgartenstraße;54;90419;Nürnberg;;
Rennsteig Apotheke ;Rennsteigstraße;54;96361;Steinbach a. Wald;;
Apotheke am Obermain ;Hauptstraße;54;96250;Ebensfeld;;
St. Anna Apotheke ;Hauptstraße;54;92256;Hahnbach;;
Stadt Apotheke ;Stadtplatz;54;94327;Bogen;;
Apotheke Inningen ;Bobinger Straße;54;86199;Augsburg;;
Enzian Apotheke ;Verdistraße;54;81247;München;;
Frankfurter - Apotheke ;Frankfurter Allee;54;10247;Berlin;;
Mahlsdorfer Apotheke ;Hönower Straße;54;12623;Berlin;;
M-Apotheke Phönix ;Leipziger Straße;54;15232;Frankfurt (Oder);;
Paracelsus-Apotheke ;Rathausstraße;54;6779;Raguhn;;
Igel Apotheke ;Stephensonstraße;54;1257;Dresden;;
Urs Apotheke Am Marktkauf ;Städtelener Straße;54;4416;Markkleeberg;;
Zeisigwald Apotheke ;Paul-Gerhardt-Straße;54;9130;Chemnitz;;
Apotheke zur Heilquelle ;Herzog-Georg-Straße;54;36448;Bad Liebenstein;;
Sonnen-Apotheke ;Am Rotberg;54;99848;Wutha-Farnroda;;
Elisabeth Apotheke ;Oberstraße;54;6632;Freyburg (Unstrut);;
Sonnen-Apotheke ;Lessingstraße;54;39218;Schönebeck (Elbe);;
Uta-Apotheke ;Grochlitzer Straße;54;6618;Naumburg;;
Medios Apotheke an der Charite Anike Oleski e.Kfr.;Luisenstraße;54-55;10117;Berlin;;
Böcking  Apotheke ;Böckingstraße;54-56;51063;Köln;;
Rotbach  Apotheke ;Bonner Straße;54-56;50374;Erftstadt;;
Hubertus Apotheke ;Hauptstraße;54-56;23879;Mölln;;
Alte Apotheke ;Frankfurter Straße;54-56;38239;Salzgitter;;
Löwen-Apotheke ;Hauptstraße;54-56;63303;Dreieich;;
Linden-Apotheke ;Görmarstraße;54/55;99974;Mühlhausen /Thüringen;;
Medios Pharma GmbH ;Luisenstraße;544/55;10117;Berlin;;
Kiepenkerl Apotheke Meesenstiege;Meesenstiege;54a;48165;Münster;;
Bermpohl-Apotheke ;Gerhard-Rohlfs-Straße;54C;28757;Bremen;;
Strand Apotheke Burhave ;Strandallee;55;26969;Butjadingen;;
Rotdorn Apotheke Lesum;Rotdornallee;55;28717;Bremen;;
Sk-Apotheke im Einkaufspark Duckwitz OHG  ;Duckwitzstraße;55;28199;Bremen;;
Maximilian-Apotheke ;Rütenbrocker Hauptstraße;55;49733;Haren (Ems);;
Antonius Apotheke Kirchhellen;Hauptstraße;55;46244;Bottrop;;
Apotheke am KÖ ;Steinstraße;55;47441;Moers;;
Apotheke Am Rathaus ;Hauptstraße;55;48329;Havixbeck;;
Tossehof Apotheke ;Hüller Straße;55;45888;Gelsenkirchen;;
Finken Apotheke am Marienhospital Hospital;Hervester Straße;55;45768;Marl;;
Löwen Apotheke   ;Kaiserswerther Markt;55;40489;Düsseldorf;;
Hirsch Apotheke ;Leineweberstraße;55;45468;Mülheim an der Ruhr;;
St.Michael  Apotheke ;Grünewalder Straße;55;42657;Solingen;;
Apotheke Köln-Arcaden Kalk;Kalker Hauptstraße;55;51103;Köln;;
Uhlen Apotheke ;Wilhelmstraße;55;50733;Köln;;
Druiden Apotheke ;Peckhauser Straße;55;40822;Mettmann;;
Paracelsus Apotheke Porz;Friedensstraße;55;51147;Köln;;
Martin Apotheke  ;Kölnstraße;55;53909;Zülpich;;
Stern Apotheke Am Schützenhaus ;Franz-Hennes-Straße;55;50226;Frechen;;
Rathaus-Apotheke ;Luisenstraße;55;52477;Alsdorf;;
Park-Apotheke in der Schlossgalerie ;Schlossstraße;55;51429;Bergisch-Gladbach;;
Kreuz Apotheke ;Taruper Hauptstraße;55;24943;Flensburg;;
Klaus-Groth-Apotheke ;Bahnhofstraße;55;24582;Bordesholm;;
Alte Rats Apotheke ;Großflecken;55;24534;Neumünster;;
Goldbek Apotheke ;Barmbeker Straße;55;22303;Hamburg;;
Galenus  Apotheke ;Ernst-Bergeest-Weg;55;21077;Hamburg;;
Apotheke  55 Rudolf-Virchow-Haus;Hauptstraße;55;28844;Weyhe;;
Marien Apotheke ;Marienstraße;55;30171;Hannover;;
Hof Apotheke ;Lange Straße;55;32756;Detmold;;
Bad Apotheke ;Parkstraße;55;32805;Horn-Bad Meinberg;;
Rats Apotheke ;Lange Straße;55;37127;Dransfeld;;
Die Neue Busbahnhof Apotheke ;Bahnhofstraße;55;44623;Herne;;
Steinbock Apotheke OHG ;Waltroper Straße;55;44536;Lünen;;
Sonnen Apotheke ;Elberfelder Straße;55;42553;Velbert;;
Rathaus Apotheke Im Ekz;Rautenstrauchstraße;55;59075;Hamm;;
Linden Apotheke ;Hauptstraße;55;53797;Lohmar;;
Apotheke Am Bernberg Bernberg;Dümmlinghauser Straße;55;51647;Gummersbach;;
Löwen Apotheke ;Hauptstraße;55;51491;Overath;;
Hof-Apotheke ;Louisenstraße;55;61348;Bad Homburg;;
Domherren Apotheke ;Elsheimer Straße;55;55270;Essenheim;;
Raben-Apotheke ;Schweizer Straße;55;60594;Frankfurt am Main;;
Apotheke Leeheim ;Hauptstraße;55;64560;Riedstadt;;
Sonnen Apotheke ;Hauptstraße;55;66482;Zweibrücken;;
easy Apotheke Weissach im Tal  ;Welzheimer Straße;55;71554;Weissach;;
Wartberg Apotheke ;Gartenstraße;55;74072;Heilbronn;;
Neckar Apotheke ;Hauptstraße;55;74376;Gemmrigheim;;
Apotheke 55;Schwabstraße;55;70197;Stuttgart;;
Gesundhaus-Stadt Apotheke Zuffenhausen;Unterländer Straße;55;70435;Stuttgart;;
Engel Apotheke ;Maximilianstraße;55;87719;Mindelheim;;
Schwanen Apotheke ;In der Muslen;55;78054;Villingen-Schwenningen;;
Sundgau Apotheke ;Sundgauallee;55;79114;Freiburg im Breisgau;;
Hubertus Apotheke ;Filderstraße;55;70771;Leinfelden-Echterdingen;;
Rosen Apotheke ;Rosenstraße;55;72213;Altensteig;;
Adler Apotheke ;Marktplatz;55;72250;Freudenstadt;;
Brücken-Apotheke ;Ulmer Straße;55;89537;Giengen an der Brenz;;
Einhorn Apotheke ;Bocksgasse;55;73525;Schwäbisch Gmünd;;
St.Nikolaus Apotheke ;Bamberger Straße;55;96149;Breitengüßbach;;
Sophien Apotheke ;Kirchahorn;55;95491;Ahorntal;;
Apotheke Am Thierschplatz ;Thierschstraße;55;80538;München;;
Pharao Apotheke ;Fritz-Meyer-Weg;55;81925;München;;
Freischütz Apotheke ;Freischützstraße;55;81927;München;;
Paracelsus-Apotheke ;Brandenburger Straße;55;16798;Fürstenberg /Havel;;
Fontane-Apotheke ;Langestraße;55;17192;Waren (Müritz);;
Adler-Apotheke ;Schweriner Straße;55;19412;Brüel;;
Wriezen Apotheke ;Freienwalder Straße 51 -;55;16269;Wriezen;;
Park - Apotheke Wilmersdorf;Bundesallee;55;10715;Berlin;;
Apotheke an der alten Schule ;Dörpfeldstraße;55;12489;Berlin;;
Anker - Apotheke Tempelhof;Alt-Marienfelde;55;12277;Berlin;;
Lilien-Apotheke ;Pfotenhauerstraße;55;1307;Dresden;;
Elefanten Apotheke ;Stübelallee;55;1309;Dresden;;
Sonnenberg-Apotheke ;Fürstenstraße;55;9130;Chemnitz;;
Apotheke Am Sachsenring ;Friedrich-Engels-Straße;55;9337;Hohenstein-Ernstthal;;
Adler-Apotheke ;Bahnhofstraße;55;4720;Döbeln;;
Hirsch-Apotheke Neustadt Inh. Jane Michel e.K.;Ernst-Thälmann-Straße;55;7806;Neustadt an der Orla;;
Eulenspiegel Apotheke ;Halberstädter Straße;55;39112;Magdeburg;;
Mohren Apotheke Wiederitzsch;Delitzscher Landstraße;55;4158;Leipzig;;
Eichborn-Apotheke ;Eichborndamm;55;13403;Berlin;;
Phönix-Apotheke im Schelmengraben Dotzheim;Karl-Marx-Straße;55-57;65199;Wiesbaden;;
Brunnen Apotheke ;August-Bebel-Straße;55-59;97297;Waldbüttelbrunn;;
Apotheke im Siegburgmed ;Wilhelmstraße;55-63;53721;Siegburg;;
