Nazareth Apotheke ;Schwarzer Bär 8;SchwarzerBär8;2;Schwarzer Bär♥8;14;Schwarzer Bär;8;30449;Hannover;;
Kastanien-Apotheke ;Am Spielplatz 8;AmSpielplatz8;2;Am Spielplatz♥8;14;Am Spielplatz;8;30826;Garbsen;;
Apotheke Auf der Horst ;Orionhof 8;Orionhof8;1;Orionhof♥8;9;Orionhof;8;30823;Garbsen;;
Redeker´sche Apotheke im MediZentrum ;Wallstraße 8;Wallstraße8;1;Wallstraße♥8;11;Wallstraße;8;31535;Neustadt am Rübenberge;;
Löwen Apotheke ;Neuer Markt 8;NeuerMarkt8;2;Neuer Markt♥8;12;Neuer Markt;8;32278;Kirchlengern;;
apolife Mühlen-Apotheke ;Holzhauser Straße 8;HolzhauserStraße8;2;Holzhauser Straße♥8;18;Holzhauser Straße;8;32257;Bünde;;
Markt Apotheke OHG Dr. K.Michels & B.Kesselmeier;Bahnhofstraße 8;Bahnhofstraße8;1;Bahnhofstraße♥8;14;Bahnhofstraße;8;33415;Verl;;
Delphin Apotheke ;Detmolder Straße 8;DetmolderStraße8;2;Detmolder Straße♥8;17;Detmolder Straße;8;33102;Paderborn;;
Martin Apotheke ;Apfelstraße 8;Apfelstraße8;1;Apfelstraße♥8;12;Apfelstraße;8;33613;Bielefeld ;;
Westfalen Apotheke ;Paderborner-Straße 8;Paderborner-Straße8;1;Paderborner-Straße♥8;19;Paderborner-Straße;8;33415;Verl;;
Quellen Apotheke ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;33175;Bad Lippspringe;;
St.Rochus Apotheke  ;Bahnhofsallee 8;Bahnhofsallee8;1;Bahnhofsallee♥8;14;Bahnhofsallee;8;32839;Steinheim;;
Corvinus Apotheke ;Westfalenstraße 8;Westfalenstraße8;1;Westfalenstraße♥8;16;Westfalenstraße;8;37671;Höxter;;
Aue Apotheke ;Büssing Straße 8;BüssingStraße8;2;Büssing Straße♥8;15;Büssing Straße;8;38176;Wendeburg;;
Rosen-Apotheke ;Karlshafener Straße 8;KarlshafenerStraße8;2;Karlshafener Straße♥8;20;Karlshafener Straße;8;34388;Trendelburg;;
Löwen Apotheke Fallersleben;Denkmalplatz 8;Denkmalplatz8;1;Denkmalplatz♥8;13;Denkmalplatz;8;38442;Wolfsburg;;
Westhagen Apotheke ;Stralsunder Ring 8;StralsunderRing8;2;Stralsunder Ring♥8;17;Stralsunder Ring;8;38444;Wolfsburg;;
Herz Apotheke im Gesundheitszentrum;Nordstraße 8;Nordstraße8;1;Nordstraße♥8;11;Nordstraße;8;37603;Holzminden;;
Fortuna Apotheke ;Görlitzstraße 8;Görlitzstraße8;1;Görlitzstraße♥8;14;Görlitzstraße;8;38124;Braunschweig;;
Spitzweg Apotheke ;Winkelstraße 8;Winkelstraße8;1;Winkelstraße♥8;13;Winkelstraße;8;31137;Hildesheim;;
Arkaden Apotheke ;Bodenstedtstraße 8;Bodenstedtstraße8;1;Bodenstedtstraße♥8;17;Bodenstedtstraße;8;31224;Peine;;
Jakobi Apotheke ;Jakobikirchhof 8;Jakobikirchhof8;1;Jakobikirchhof♥8;15;Jakobikirchhof;8;38640;Goslar;;
Apotheke am Thie OHG ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;31188;Holle;;
Löwen-Apotheke ;Brunnenallee 8;Brunnenallee8;1;Brunnenallee♥8;13;Brunnenallee;8;34537;Bad Wildungen;;
Christians Apotheken Eschwege e.K. ;Schloßplatz 8;Schloßplatz8;1;Schloßplatz♥8;12;Schloßplatz;8;37269;Eschwege;;
Kirchrain Apotheke ;Marktplatz 8;Marktplatz8;1;Marktplatz♥8;11;Marktplatz;8;37247;Großalmerode;;
Palmen Apotheke ;Opernstraße 8;Opernstraße8;1;Opernstraße♥8;12;Opernstraße;8;34117;Kassel;;
Werra-Apotheke ;Feldstraße 8;Feldstraße8;1;Feldstraße♥8;11;Feldstraße;8;99826;Mihla;;
Apotheke zum Frauenberg ;Hersfelder Straße 8;HersfelderStraße8;2;Hersfelder Straße♥8;18;Hersfelder Straße;8;36280;Oberaula;;
St.Georg Apotheke Grossenritte;Poststraße 8;Poststraße8;1;Poststraße♥8;11;Poststraße;8;34225;Baunatal;;
Sophien Apotheke ;Bahnhofstraße 8;Bahnhofstraße8;1;Bahnhofstraße♥8;14;Bahnhofstraße;8;99734;Nordhausen;;
Woelm'sche Apotheke Herr Ulf Vocke;Markt 8;Markt8;1;Markt♥8;6;Markt;8;34286;Spangenberg;;
Linden Apotheke ;Thälmannstraße 8;Thälmannstraße8;1;Thälmannstraße♥8;15;Thälmannstraße;8;99634;Straußfurt;;
Mohren-Apotheke Filiale der Brücken-Apotheke Mühlhausen;Neumarkt 8;Neumarkt8;1;Neumarkt♥8;9;Neumarkt;8;99947;Bad Langensalza;;
Central Apotheke ;Hörder Straße 8;HörderStraße8;2;Hörder Straße♥8;14;Hörder Straße;8;58455;Witten;;
Beguinen-Apotheke Lütgendortmund;Beguinenstraße 8;Beguinenstraße8;1;Beguinenstraße♥8;15;Beguinenstraße;8;44388;Dortmund;;
Kompass Apotheke ;Frielinghausstraße 8;Frielinghausstraße8;1;Frielinghausstraße♥8;19;Frielinghausstraße;8;44803;Bochum;;
farma-plus Apotheke Everaldo im Ruhrpark ;Am Einkaufszentrum 8;AmEinkaufszentrum8;2;Am Einkaufszentrum♥8;19;Am Einkaufszentrum;8;44791;Bochum;;
Apotheke auf dem Schnee ;Auf dem Schnee 8;AufdemSchnee8;3;Auf dem Schnee♥8;15;Auf dem Schnee;8;58313;Herdecke;;
Apotheke am Lippepark ;Dortmunder Straße 8;DortmunderStraße8;2;Dortmunder Straße♥8;18;Dortmunder Straße;8;44536;Lünen;;
Sertürner Apotheke ;Am Magnusplatz 8;AmMagnusplatz8;2;Am Magnusplatz♥8;15;Am Magnusplatz;8;48351;Everswinkel;;
Glückauf Apotheke ;Im Wiesengrund 8;ImWiesengrund8;2;Im Wiesengrund♥8;15;Im Wiesengrund;8;58636;Iserlohn;;
Stephanus Apotheke ;Markt 8;Markt8;1;Markt♥8;6;Markt;8;59269;Beckum;;
Engel Apotheke ;Markt 8;Markt8;1;Markt♥8;6;Markt;8;59494;Soest;;
Markt Apotheke ;Nordengraben 8;Nordengraben8;1;Nordengraben♥8;13;Nordengraben;8;58636;Iserlohn;;
St. Vincenz Apotheke ;Krankenhausweg 8;Krankenhausweg8;1;Krankenhausweg♥8;15;Krankenhausweg;8;58706;Menden;;
Hachtor Apotheke ;Hochstraße 8;Hochstraße8;1;Hochstraße♥8;11;Hochstraße;8;59602;Rüthen;;
Stephanus Apotheke ;Am Bahnhof 8;AmBahnhof8;2;Am Bahnhof♥8;11;Am Bahnhof;8;59510;Lippetal;;
Hirsch Apotheke ;Mittlere Straße 8;MittlereStraße8;2;Mittlere Straße♥8;16;Mittlere Straße;8;59602;Rüthen;;
Apotheke am Krankenhaus ;Elisabethstraße 8;Elisabethstraße8;1;Elisabethstraße♥8;16;Elisabethstraße;8;59269;Beckum;;
Apotheke im Quadrat  Margarete Tautges e.K.;Kampstraße 8;Kampstraße8;1;Kampstraße♥8;11;Kampstraße;8;59174;Kamen;;
Bären Apotheke ;Zechenstraße 8;Zechenstraße8;1;Zechenstraße♥8;13;Zechenstraße;8;59425;Unna;;
Markt Apotheke OHG ;Zum Marktplatz 8;ZumMarktplatz8;2;Zum Marktplatz♥8;15;Zum Marktplatz;8;51709;Marienheide;;
Bergische Apotheke ;Carl-Leverkus-Straße 8;Carl-Leverkus-Straße8;1;Carl-Leverkus-Straße♥8;21;Carl-Leverkus-Straße;8;42929;Wermelskirchen;;
Max und Moritz Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;53819;Neunkirchen-Seelscheid;;
Fortuna Apotheke ;Wittener Straße 8;WittenerStraße8;2;Wittener Straße♥8;16;Wittener Straße;8;42277;Wuppertal;;
Markt Apotheke Herr Marc Paulus e.K.;Saarbrücker Straße 8;SaarbrückerStraße8;2;Saarbrücker Straße♥8;19;Saarbrücker Straße;8;66679;Losheim am See;;
Apotheke Am Teichplatz ;Teichplatz 8;Teichplatz8;1;Teichplatz♥8;11;Teichplatz;8;54595;Prüm;;
Vulkaneifel Apotheken OHG ;Friedrichstraße 8;Friedrichstraße8;1;Friedrichstraße♥8;16;Friedrichstraße;8;54516;Wittlich;;
Glocken Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;66640;Namborn;;
Rathaus Apotheke Irlich;Weiherplatz 8;Weiherplatz8;1;Weiherplatz♥8;12;Weiherplatz;8;56567;Neuwied;;
Hildegardis-Apotheke ;Koblenzer Straße 8;KoblenzerStraße8;2;Koblenzer Straße♥8;17;Koblenzer Straße;8;55411;Bingen am Rhein;;
Burg-Apotheke ;Ravenestraße 8;Ravenestraße8;1;Ravenestraße♥8;13;Ravenestraße;8;56812;Cochem;;
Abtei Apotheke ;Heinertstraße 8;Heinertstraße8;1;Heinertstraße♥8;14;Heinertstraße;8;66693;Mettlach;;
Einhorn Apotheke ;Neumarkt 8;Neumarkt8;1;Neumarkt♥8;9;Neumarkt;8;57627;Hachenburg;;
Amts Apotheke ;Im Langgarten 8;ImLanggarten8;2;Im Langgarten♥8;14;Im Langgarten;8;65594;Runkel;;
Sonnen-Apotheke ;Mönchweg 8;Mönchweg8;1;Mönchweg♥8;9;Mönchweg;8;61279;Grävenwiesbach;;
Scheffel Apotheke ;Scheffelstraße 8;Scheffelstraße8;1;Scheffelstraße♥8;15;Scheffelstraße;8;65187;Wiesbaden;;
Rathaus Apotheke ;Grosser Markt 8;GrosserMarkt8;2;Grosser Markt♥8;14;Grosser Markt;8;56410;Montabaur;;
Markt-Apotheke ;Am Markt 8;AmMarkt8;2;Am Markt♥8;9;Am Markt;8;35260;Stadtallendorf;;
Engel-Apotheke ;Marktplatz 8;Marktplatz8;1;Marktplatz♥8;11;Marktplatz;8;35390;Gießen;;
Limes Apotheke ;Limesstraße 8;Limesstraße8;1;Limesstraße♥8;12;Limesstraße;8;63517;Rodenbach;;
Westerwald Apotheke ;Westerwaldstraße 8;Westerwaldstraße8;1;Westerwaldstraße♥8;17;Westerwaldstraße;8;35745;Herborn;;
Schiffenberg Apotheke ;Grüningerstraße 8;Grüningerstraße8;1;Grüningerstraße♥8;16;Grüningerstraße;8;35415;Pohlheim;;
Adler Apotheke  ;Nauborner Straße 8;NaubornerStraße8;2;Nauborner Straße♥8;17;Nauborner Straße;8;35578;Wetzlar;;
Bären-Apotheke ;Bahnhofstraße 8;Bahnhofstraße8;1;Bahnhofstraße♥8;14;Bahnhofstraße;8;35745;Herborn;;
Taunus Apotheke ;Braunfelser Straße 8;BraunfelserStraße8;2;Braunfelser Straße♥8;19;Braunfelser Straße;8;35606;Solms;;
Paracelsus Apotheke Wissmar;Goethestraße 8;Goethestraße8;1;Goethestraße♥8;13;Goethestraße;8;35435;Wettenberg;;
Zeil Apotheke zum Mohren ;Große Friedberger Straße 8;GroßeFriedbergerStraße8;3;Große Friedberger Straße♥8;25;Große Friedberger Straße;8;60313;Frankfurt am Main;;
farma-plus Apotheke im NordWestZentrum ;Tituscorso 8;Tituscorso8;1;Tituscorso♥8;11;Tituscorso;8;60439;Frankfurt;;
Anemonen Apotheke ;Bahnstraße 8;Bahnstraße8;1;Bahnstraße♥8;11;Bahnstraße;8;55128;Mainz;;
Regenbogen Apotheke ;Camp-King-Allee 8;Camp-King-Allee8;1;Camp-King-Allee♥8;16;Camp-King-Allee;8;61440;Oberursel (Taunus);;
Amts-Apotheke ;Frankfurter Straße 8;FrankfurterStraße8;2;Frankfurter Straße♥8;19;Frankfurter Straße;8;65239;Hochheim am Main;;
Ried-Apotheke ;Mathildenstraße 8;Mathildenstraße8;1;Mathildenstraße♥8;16;Mathildenstraße;8;64683;Einhausen;;
Schwanen Apotheke ;Marktplatz 8;Marktplatz8;1;Marktplatz♥8;11;Marktplatz;8;63065;Offenbach am Main;;
Alpha Apotheke ;Rheinstraße 8;Rheinstraße8;1;Rheinstraße♥8;12;Rheinstraße;8;64283;Darmstadt;;
Schindler Apotheke Frau Elke Schindler ;Lise-Meitner-Straße 8;Lise-Meitner-Straße8;1;Lise-Meitner-Straße♥8;20;Lise-Meitner-Straße;8;64560;Riedstadt ;;
Hirsch-Apotheke ;Frankfurter Straße 8;FrankfurterStraße8;2;Frankfurter Straße♥8;19;Frankfurter Straße;8;63303;Dreieich;;
Burg-Apotheke Eberstadt;Seeheimer Straße 8;SeeheimerStraße8;2;Seeheimer Straße♥8;17;Seeheimer Straße;8;64297;Darmstadt;;
Neue-Apotheke ;In der Gass 8;InderGass8;3;In der Gass♥8;12;In der Gass;8;69483;Wald-Michelbach;;
Hirsch Apotheke ;Kaiser-Wilhelm-Platz 8;Kaiser-Wilhelm-Platz8;1;Kaiser-Wilhelm-Platz♥8;21;Kaiser-Wilhelm-Platz;8;64653;Lorsch;;
Rolands Apotheke Hahn ;Kirchweg 8;Kirchweg8;1;Kirchweg♥8;9;Kirchweg;8;64319;Pfungstadt  ;;
Kegelspiel Apotheke ;Josefstraße 8;Josefstraße8;1;Josefstraße♥8;12;Josefstraße;8;36088;Hünfeld;;
Post Apotheke OHG  ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;63691;Ranstadt;;
Castell Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;63811;Stockstadt a. Main;;
Valentin-Apotheke ;Friedhofstraße 8;Friedhofstraße8;1;Friedhofstraße♥8;15;Friedhofstraße;8;64859;Eppertshausen;;
Apotheke Am Marktplatz Ott & Hartung OHG;Wilhelm-Leuschner-Straße 8;Wilhelm-Leuschner-Straße8;1;Wilhelm-Leuschner-Straße♥8;25;Wilhelm-Leuschner-Straße;8;63683;Ortenberg;;
Franken Apotheke ;Odenwaldstraße 8;Odenwaldstraße8;1;Odenwaldstraße♥8;15;Odenwaldstraße;8;63939;Wörth a. Main;;
Bahnhof Apotheke ;Am Bahnhof 8;AmBahnhof8;2;Am Bahnhof♥8;11;Am Bahnhof;8;66822;Lebach;;
Apotheke Klose im WEP  ;Schönauer Straße 8;SchönauerStraße8;2;Schönauer Straße♥8;17;Schönauer Straße;8;67547;Worms;;
Liebig Apotheke ;Schneiderstraße 8;Schneiderstraße8;1;Schneiderstraße♥8;16;Schneiderstraße;8;67657;Kaiserslautern;;
Nibelungen Apotheke ;Valentin-Bauer-Straße 8;Valentin-Bauer-Straße8;1;Valentin-Bauer-Straße♥8;22;Valentin-Bauer-Straße;8;67059;Ludwigshafen am Rhein;;
Primus-Apotheke ;Rathenaustraße 8;Rathenaustraße8;1;Rathenaustraße♥8;15;Rathenaustraße;8;67578;Gimbsheim;;
Schulze Kathrin-Apotheke ;Bartholomäusstraße 8;Bartholomäusstraße8;1;Bartholomäusstraße♥8;19;Bartholomäusstraße;8;66793;Saarwellingen;;
Brunnen Apotheke OHG  ;Am Bahnhof 8;AmBahnhof8;2;Am Bahnhof♥8;11;Am Bahnhof;8;66265;Heusweiler;;
Mühltor-Apotheke ;Mühltorstraße 8;Mühltorstraße8;1;Mühltorstraße♥8;14;Mühltorstraße;8;67245;Lambsheim;;
Schloss Apotheke ;Pauluseck 8;Pauluseck8;1;Pauluseck♥8;10;Pauluseck;8;66564;Ottweiler;;
Fontane-Apotheke ;Auf der Brück 8;AufderBrück8;3;Auf der Brück♥8;14;Auf der Brück;8;66578;Schiffweiler;;
Brunnen-Apotheke ;Steggasse 8;Steggasse8;1;Steggasse♥8;10;Steggasse;8;55578;Wallertheim;;
Rathaus Apotheke ;Niddastraße 8;Niddastraße8;1;Niddastraße♥8;12;Niddastraße;8;76229;Karlsruhe;;
Apotheke am Südring ;Xylanderstraße 8;Xylanderstraße8;1;Xylanderstraße♥8;15;Xylanderstraße;8;76829;Landau in der Pfalz;;
Rathaus-Apotheke ;Rathausstraße 8;Rathausstraße8;1;Rathausstraße♥8;14;Rathausstraße;8;67433;Neustadt;;
Lusshardt Apotheke ;Altlussheimer Straße 8;AltlussheimerStraße8;2;Altlussheimer Straße♥8;21;Altlussheimer Straße;8;68809;Neulußheim;;
Wildpark-Apotheke ;Lötzener Straße 8;LötzenerStraße8;2;Lötzener Straße♥8;16;Lötzener Straße;8;76139;Karlsruhe;;
Linden Apotheke Niederauerbach;Carl-Pöhlmannstraße 8;Carl-Pöhlmannstraße8;1;Carl-Pöhlmannstraße♥8;20;Carl-Pöhlmannstraße;8;66482;Zweibrücken;;
Pfalzgrafen Apotheke ;Rosengartenstraße 8;Rosengartenstraße8;1;Rosengartenstraße♥8;18;Rosengartenstraße;8;66482;Zweibrücken;;
Hirsch Apotheke ;Bahnhofstraße 8;Bahnhofstraße8;1;Bahnhofstraße♥8;14;Bahnhofstraße;8;76646;Bruchsal;;
Rheintal Apotheke Kirrlach;Waghäusler Straße 8;WaghäuslerStraße8;2;Waghäusler Straße♥8;18;Waghäusler Straße;8;68753;Waghäusel;;
Rathaus-Apotheke ;Schwimmbadstraße 8;Schwimmbadstraße8;1;Schwimmbadstraße♥8;17;Schwimmbadstraße;8;68753;Waghäusel;;
Apotheke am Steingarten ;Am Steingarten 8;AmSteingarten8;2;Am Steingarten♥8;15;Am Steingarten;8;68169;Mannheim;;
Rosen Apotheke An der Tiefburg;Dossenheimer Landstraße 8;DossenheimerLandstraße8;2;Dossenheimer Landstraße♥8;24;Dossenheimer Landstraße;8;69121;Heidelberg;;
Sonnen-Apotheke ;Hallerstraße 8;Hallerstraße8;1;Hallerstraße♥8;13;Hallerstraße;8;74248;Ellhofen;;
Itter-Apotheke ;Itterstraße 8;Itterstraße8;1;Itterstraße♥8;12;Itterstraße;8;69412;Eberbach;;
Stadt Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;69190;Walldorf;;
Stromberg Apotheke ;Am Markt 8;AmMarkt8;2;Am Markt♥8;9;Am Markt;8;74372;Sersheim;;
Rats Apotheke ;Karlsvorstadt 8;Karlsvorstadt8;1;Karlsvorstadt♥8;14;Karlsvorstadt;8;74613;Öhringen;;
Neugereut-Apotheke ;Flamingoweg 8;Flamingoweg8;1;Flamingoweg♥8;12;Flamingoweg;8;70378;Stuttgart;;
Apotheke im Buch ;Buch Straße 8;BuchStraße8;2;Buch Straße♥8;12;Buch Straße;8;74321;Bietigheim-Bissingen;;
Apotheke am Steg ;Oskar-Kalbfell-Platz 8;Oskar-Kalbfell-Platz8;1;Oskar-Kalbfell-Platz♥8;21;Oskar-Kalbfell-Platz;8;72764;Reutlingen;;
See Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;78351;Bodman-Ludwigshafen;;
Die Römer Apotheke ;Karlstraße 8;Karlstraße8;1;Karlstraße♥8;11;Karlstraße;8;71394;Kernen im Remstal;;
Apotheke In der Kaiserpassage ;Kaiserpassage 8;Kaiserpassage8;1;Kaiserpassage♥8;14;Kaiserpassage;8;72764;Reutlingen;;
Alb Apotheke ;Gaiserstraße 8;Gaiserstraße8;1;Gaiserstraße♥8;13;Gaiserstraße;8;73278;Schlierbach;;
Kloster Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;88529;Zwiefalten;;
Elisabeth Apotheke ;Rathausplatz 8;Rathausplatz8;1;Rathausplatz♥8;13;Rathausplatz;8;72393;Burladingen;;
Ludwigs Apotheke Gülke OHG;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;73262;Reichenbach an der Fils;;
Stadt-Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;72639;Neuffen;;
Schloss Apotheke Bögner ;Schloßplatz 8;Schloßplatz8;1;Schloßplatz♥8;12;Schloßplatz;8;73765;Neuhausen;;
Apotheke  Rossdorf ;Dürerplatz 8;Dürerplatz8;1;Dürerplatz♥8;11;Dürerplatz;8;72622;Nürtingen;;
Apotheke Am Kirchplatz ;Am Kirchplatz 8;AmKirchplatz8;2;Am Kirchplatz♥8;14;Am Kirchplatz;8;73098;Rechberghausen;;
Apotheke  Bernloch ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;72531;Hohenstein/ Bernloch;;
Marien Apotheke ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;88212;Ravensburg;;
Marien Apotheke ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;86424;Dinkelscherben;;
Elefanten Apotheke ;Kalchstraße 8;Kalchstraße8;1;Kalchstraße♥8;12;Kalchstraße;8;87700;Memmingen;;
Apotheke im Illerpark ;Fraunhoferstraße 8;Fraunhoferstraße8;1;Fraunhoferstraße♥8;17;Fraunhoferstraße;8;87700;Memmingen;;
Rotach Apotheke ;Eugen-Bolz-Straße 8;Eugen-Bolz-Straße8;1;Eugen-Bolz-Straße♥8;18;Eugen-Bolz-Straße;8;88094;Oberteuringen;;
Hirsch Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;89264;Weißenhorn;;
Guntia Apotheke ;Wasserburger Weg 8;WasserburgerWeg8;2;Wasserburger Weg♥8;17;Wasserburger Weg;8;89312;Günzburg;;
Stadt Apotheke ;Obertorplatz 8;Obertorplatz8;1;Obertorplatz♥8;13;Obertorplatz;8;72379;Hechingen;;
Stadt-Apotheke ;Vorstadt 8;Vorstadt8;1;Vorstadt♥8;9;Vorstadt;8;78234;Engen;;
Pirmin Apotheke ;Mittelzeller Straße 8;MittelzellerStraße8;2;Mittelzeller Straße♥8;20;Mittelzeller Straße;8;78479;Reichenau;;
Bahnhof Apotheke ;Bahnhofstraße 8;Bahnhofstraße8;1;Bahnhofstraße♥8;14;Bahnhofstraße;8;78333;Stockach;;
Bära Apotheke ;Kapellentorstraße 8;Kapellentorstraße8;1;Kapellentorstraße♥8;18;Kapellentorstraße;8;72362;Nusplingen;;
City Apotheke ;Breite Straße 8;BreiteStraße8;2;Breite Straße♥8;14;Breite Straße;8;78234;Engen;;
Kur Apotheke in Todtmoos ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;79682;Todtmoos;;
Alemannen Apotheke ;Schaffhauser Straße 8;SchaffhauserStraße8;2;Schaffhauser Straße♥8;20;Schaffhauser Straße;8;79771;Klettgau;;
Silberberg Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;79353;Bahlingen am Kaiserstuhl;;
Brunnen-Apotheke ;Bertoldstraße 8;Bertoldstraße8;1;Bertoldstraße♥8;14;Bertoldstraße;8;79098;Freiburg im Breisgau;;
Neue Apotheke Ottersdorf ;Rutenstraße 8;Rutenstraße8;1;Rutenstraße♥8;12;Rutenstraße;8;76437;Rastatt;;
Schloss-Apotheke ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;76275;Ettlingen;;
Schwarzwald Apotheke Schwann;Doblerstraße 8;Doblerstraße8;1;Doblerstraße♥8;13;Doblerstraße;8;75334;Straubenhardt;;
Rats Apotheke ;Gartenstraße 8;Gartenstraße8;1;Gartenstraße♥8;13;Gartenstraße;8;75228;Ispringen;;
Sonnenberg Apotheke ;Freiburger Straße 8;FreiburgerStraße8;2;Freiburger Straße♥8;18;Freiburger Straße;8;79112;Freiburg im Breisg/ Opfingen;;
Apotheke am Marktplatz ;Am Marktplatz 8;AmMarktplatz8;2;Am Marktplatz♥8;14;Am Marktplatz;8;77704;Oberkirch ;;
Apotheke am Stadtgarten ;Thiebauthstraße 8;Thiebauthstraße8;1;Thiebauthstraße♥8;16;Thiebauthstraße;8;76275;Ettlingen;;
Sonnen Apotheke ;Laufer Straße 8;LauferStraße8;2;Laufer Straße♥8;14;Laufer Straße;8;77833;Ottersweier;;
Stadt Apotheke ;Marktstraße 8;Marktstraße8;1;Marktstraße♥8;12;Marktstraße;8;72275;Alpirsbach;;
Schwarzwald Apotheke Inh. Hr. Simon-Peter Skopek e. K. ;Friedrichstraße 8;Friedrichstraße8;1;Friedrichstraße♥8;16;Friedrichstraße;8;78126;Königsfeld;;
Birken-Apotheke Birkach;Birkheckenstraße 8;Birkheckenstraße8;1;Birkheckenstraße♥8;17;Birkheckenstraße;8;70599;Stuttgart;;
Drei Eichen Apotheke ;Calwer Straße 8;CalwerStraße8;2;Calwer Straße♥8;14;Calwer Straße;8;71272;Renningen;;
Stadt Apotheke ;Werderstraße 8;Werderstraße8;1;Werderstraße♥8;13;Werderstraße;8;78132;Hornberg;;
Bären Apotheke ;Mitteldorfstraße 8;Mitteldorfstraße8;1;Mitteldorfstraße♥8;17;Mitteldorfstraße;8;77781;Biberach;;
Rathaus Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;78112;St. Georgen;;
Löwen Apotheke ;Hirsauer Straße 8;HirsauerStraße8;2;Hirsauer Straße♥8;16;Hirsauer Straße;8;71063;Sindelfingen;;
Zollhaus Apotheke ;Stiegelackerstraße 8;Stiegelackerstraße8;1;Stiegelackerstraße♥8;19;Stiegelackerstraße;8;78733;Aichhalden;;
Sonnen Apotheke Sieboldshöhe;Hans-Löffler-Straße 8;Hans-Löffler-Straße8;1;Hans-Löffler-Straße♥8;20;Hans-Löffler-Straße;8;97074;Würzburg;;
Storchen Apotheke ;Prinzregentenplatz 8;Prinzregentenplatz8;1;Prinzregentenplatz♥8;19;Prinzregentenplatz;8;90579;Langenzenn;;
Marien-Apotheke ;Rathausplatz 8;Rathausplatz8;1;Rathausplatz♥8;13;Rathausplatz;8;73432;Aalen;;
Schloss Apotheke ;Hintere Straße 8;HintereStraße8;2;Hintere Straße♥8;15;Hintere Straße;8;74632;Neuenstein;;
Vitalo-Apotheke ;Bamberger Straße 8;BambergerStraße8;2;Bamberger Straße♥8;17;Bamberger Straße;8;96132;Schlüsselfeld;;
Reichsstadt-Apotheke ;Haupt Straße 8;HauptStraße8;2;Haupt Straße♥8;13;Haupt Straße;8;73441;Bopfingen;;
Kranich Apotheke ;Königsberger Straße 8;KönigsbergerStraße8;2;Königsberger Straße♥8;20;Königsberger Straße;8;97318;Kitzingen;;
Apotheke im Ärztehaus ;Heidenheimer Straße 8;HeidenheimerStraße8;2;Heidenheimer Straße♥8;20;Heidenheimer Straße;8;73450;Neresheim;;
Bären Apotheke ;Eichenstraße 8;Eichenstraße8;1;Eichenstraße♥8;13;Eichenstraße;8;73037;Göppingen;;
Kastell Apotheke ;Rudersberger Straße 8;RudersbergerStraße8;2;Rudersberger Straße♥8;20;Rudersberger Straße;8;73642;Welzheim;;
Parler-Apotheke ;Traubengäßle 8;Traubengäßle8;1;Traubengäßle♥8;13;Traubengäßle;8;73525;Schwäbisch Gmünd;;
Zeppelin Apotheke ;Kirchstraße 8;Kirchstraße8;1;Kirchstraße♥8;12;Kirchstraße;8;89174;Altheim (Alb);;
Weingarten Apotheke ;Weingartenstraße 8;Weingartenstraße8;1;Weingartenstraße♥8;17;Weingartenstraße;8;97337;Dettelbach;;
Fleming Apotheke Frau Claudia Goldstein;Brückenstraße 8;Brückenstraße8;1;Brückenstraße♥8;14;Brückenstraße;8;91056;Erlangen;;
Löwen Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;97437;Haßfurt;;
Seehof Apotheke ;Hauptstraße 8;Hauptstraße8;1;Hauptstraße♥8;12;Hauptstraße;8;96117;Memmelsdorf;;
